OrderID,OrderDate,ShipDate,Region,Category,SubCategory,ProductName,CustomerName,Sales,Quantity,Discount,Profit,Year,Month,Profit %
ORD10199,1/5/22,1/8/22,South,Office Supplies,Binders,Binders Model 38,Customer 178,241.56,4,0,37.68,2022,Jan,15.60%
ORD10200,9/7/24,9/14/24,Central,Technology,Accessories,Accessories Model 14,Customer 119,229.22,5,0,47.35,2024,Sep,20.66%
ORD10201,5/26/23,5/28/23,East,Furniture,Bookcases,Bookcases Model 41,Customer 168,285.78,1,0.2,7.82,2023,May,2.74%
ORD10202,12/31/22,1/1/23,South,Office Supplies,Paper,Paper Model 42,Customer 13,237.10,6,0,28.44,2022,Dec,11.99%
ORD10203,1/16/23,1/18/23,West,Office Supplies,Paper,Paper Model 25,Customer 120,400.75,4,0.3,-19.43,2023,Jan,-4.85%
ORD10204,8/24/24,8/28/24,East,Furniture,Bookcases,Bookcases Model 23,Customer 298,399.60,5,0.3,3.02,2024,Aug,0.76%
ORD10205,12/1/22,12/6/22,Central,Furniture,Tables,Tables Model 11,Customer 238,360.23,6,0.3,-18.72,2022,Dec,-5.20%
ORD10206,3/26/23,4/1/23,Central,Office Supplies,Storage,Storage Model 30,Customer 122,217.23,2,0,43.39,2023,Mar,19.97%
ORD10207,6/4/23,6/6/23,West,Office Supplies,Paper,Paper Model 47,Customer 80,119.10,6,0.3,-6.9,2023,Jun,-5.79%
ORD10208,9/25/24,9/27/24,Central,Technology,Accessories,Accessories Model 11,Customer 121,291.71,5,0.3,3.38,2024,Sep,1.16%
ORD10209,12/2/22,12/4/22,East,Office Supplies,Storage,Storage Model 13,Customer 197,142.10,1,0,25.54,2022,Dec,17.97%
ORD10210,6/4/22,6/6/22,Central,Office Supplies,Storage,Storage Model 13,Customer 56,67.54,3,0.2,-14.43,2022,Jun,-21.37%
ORD10211,10/16/23,10/17/23,East,Office Supplies,Binders,Binders Model 1,Customer 205,443.19,4,0.2,32.94,2023,Oct,7.43%
ORD10212,5/24/24,5/31/24,Central,Office Supplies,Storage,Storage Model 30,Customer 12,188.81,2,0.3,16.58,2024,May,8.78%
ORD10213,5/26/22,5/29/22,West,Technology,Machines,Machines Model 28,Customer 294,354.17,4,0,54.97,2022,May,15.52%
ORD10214,8/25/23,8/31/23,West,Technology,Accessories,Accessories Model 44,Customer 93,128.44,2,0.3,6.23,2023,Aug,4.85%
ORD10215,10/19/23,10/20/23,East,Office Supplies,Paper,Paper Model 27,Customer 125,199.39,3,0.1,26.13,2023,Oct,13.10%
ORD10216,3/12/24,3/16/24,Central,Technology,Machines,Machines Model 28,Customer 248,300.85,6,0,46.85,2024,Mar,15.57%
ORD10217,4/12/23,4/13/23,Central,Technology,Accessories,Accessories Model 50,Customer 6,85.68,5,0,10.26,2023,Apr,11.97%
ORD10218,2/3/23,2/10/23,West,Office Supplies,Binders,Binders Model 11,Customer 103,325.79,1,0.1,18.73,2023,Feb,5.75%
ORD10219,6/16/23,6/19/23,West,Furniture,Bookcases,Bookcases Model 46,Customer 244,320.14,4,0.3,10.6,2023,Jun,3.31%
ORD10220,6/9/23,6/10/23,South,Technology,Accessories,Accessories Model 48,Customer 234,100.23,5,0.1,24.42,2023,Jun,24.36%
ORD10221,8/4/22,8/10/22,Central,Furniture,Tables,Tables Model 41,Customer 29,200.93,5,0,43.36,2022,Aug,21.58%
ORD10222,9/16/22,9/19/22,East,Office Supplies,Paper,Paper Model 27,Customer 216,296.23,1,0,33.96,2022,Sep,11.46%
ORD10223,10/6/23,10/12/23,East,Technology,Accessories,Accessories Model 15,Customer 156,351.76,5,0.1,32.36,2023,Oct,9.20%
ORD10224,1/30/24,2/3/24,West,Technology,Phones,Phones Model 11,Customer 67,246.70,4,0.2,21.18,2024,Jan,8.59%
ORD10225,8/9/24,8/16/24,West,Furniture,Bookcases,Bookcases Model 10,Customer 181,386.36,2,0.2,21.84,2024,Aug,5.65%
ORD10226,11/14/23,11/20/23,West,Office Supplies,Paper,Paper Model 50,Customer 241,263.54,3,0.3,-0.15,2023,Nov,-0.06%
ORD10227,12/30/22,1/6/23,Central,Furniture,Tables,Tables Model 28,Customer 96,600.50,6,0.2,29.12,2022,Dec,4.85%
ORD10228,5/9/23,5/10/23,Central,Technology,Accessories,Accessories Model 21,Customer 246,462.03,3,0,70.32,2023,May,15.22%
ORD10229,5/12/23,5/16/23,West,Technology,Machines,Machines Model 20,Customer 198,169.54,1,0.1,10.76,2023,May,6.35%
ORD10230,2/28/22,3/1/22,Central,Technology,Accessories,Accessories Model 41,Customer 299,530.04,2,0.3,-22.5,2022,Feb,-4.24%
ORD10231,1/16/22,1/22/22,Central,Furniture,Chairs,Chairs Model 39,Customer 52,280.03,1,0.1,9.91,2022,Jan,3.54%
ORD10232,8/16/23,8/18/23,West,Furniture,Chairs,Chairs Model 14,Customer 207,191.22,4,0.1,6.3,2023,Aug,3.29%
ORD10233,3/21/24,3/26/24,East,Furniture,Bookcases,Bookcases Model 43,Customer 281,400.46,6,0.3,-19.62,2024,Mar,-4.90%
ORD10234,3/17/24,3/23/24,East,Office Supplies,Binders,Binders Model 48,Customer 225,257.70,4,0,39.39,2024,Mar,15.29%
ORD10235,11/19/23,11/20/23,West,Technology,Phones,Phones Model 9,Customer 243,121.46,3,0.2,5.55,2023,Nov,4.57%
ORD10236,5/20/23,5/25/23,South,Furniture,Tables,Tables Model 16,Customer 256,224.84,4,0,38.38,2023,May,17.07%
ORD10237,6/18/22,6/23/22,Central,Technology,Machines,Machines Model 30,Customer 289,353.77,1,0,38.31,2022,Jun,10.83%
ORD10238,5/25/23,5/31/23,South,Office Supplies,Paper,Paper Model 44,Customer 39,154.66,3,0.2,-22.27,2023,May,-14.40%
ORD10239,7/4/22,7/10/22,East,Office Supplies,Storage,Storage Model 40,Customer 24,59.86,6,0,4.75,2022,Jul,7.94%
ORD10240,11/30/23,12/6/23,South,Office Supplies,Binders,Binders Model 49,Customer 74,154.08,5,0.2,3.27,2023,Nov,2.12%
ORD10241,2/4/22,2/6/22,Central,Technology,Accessories,Accessories Model 7,Customer 188,150.30,6,0,25.5,2022,Feb,16.97%
ORD10242,12/16/22,12/20/22,South,Technology,Machines,Machines Model 22,Customer 217,252.32,2,0.1,9.69,2022,Dec,3.84%
ORD10243,9/15/22,9/20/22,South,Furniture,Tables,Tables Model 26,Customer 171,116.31,3,0.1,-2.02,2022,Sep,-1.74%
ORD10244,5/31/23,6/3/23,East,Technology,Accessories,Accessories Model 22,Customer 99,356.62,2,0.2,23.41,2023,May,6.56%
ORD10245,11/21/22,11/27/22,East,Office Supplies,Binders,Binders Model 26,Customer 284,401.09,5,0,57.74,2022,Nov,14.40%
ORD10246,6/25/24,6/29/24,Central,Technology,Machines,Machines Model 7,Customer 4,158.68,1,0.2,-0.73,2024,Jun,-0.46%
ORD10247,2/17/22,2/19/22,South,Office Supplies,Storage,Storage Model 40,Customer 76,419.27,6,0,65.28,2022,Feb,15.57%
ORD10248,10/4/23,10/10/23,West,Technology,Machines,Machines Model 3,Customer 235,169.92,5,0,12.24,2023,Oct,7.20%
ORD10249,10/3/23,10/10/23,East,Furniture,Chairs,Chairs Model 27,Customer 52,87.86,6,0,10.87,2023,Oct,12.37%
ORD10250,7/25/24,7/31/24,Central,Furniture,Tables,Tables Model 20,Customer 95,68.00,2,0.1,1.85,2024,Jul,2.72%
ORD10251,3/8/23,3/9/23,East,Office Supplies,Binders,Binders Model 32,Customer 291,118.83,4,0.3,-9.24,2023,Mar,-7.78%
ORD10252,6/19/23,6/20/23,South,Furniture,Tables,Tables Model 5,Customer 8,176.24,5,0.2,22.07,2023,Jun,12.52%
ORD10253,11/28/23,12/2/23,South,Technology,Machines,Machines Model 50,Customer 212,41.36,6,0,0.17,2023,Nov,0.41%
ORD10254,7/16/23,7/17/23,West,Furniture,Bookcases,Bookcases Model 41,Customer 8,321.34,4,0,40.74,2023,Jul,12.68%
ORD10255,3/14/23,3/15/23,East,Furniture,Bookcases,Bookcases Model 14,Customer 63,135.85,6,0,28.29,2023,Mar,20.82%
ORD10256,5/13/22,5/17/22,West,Furniture,Tables,Tables Model 29,Customer 96,322.13,6,0.3,1.49,2022,May,0.46%
ORD10257,8/2/24,8/3/24,East,Office Supplies,Storage,Storage Model 19,Customer 286,77.12,6,0,14.44,2024,Aug,18.72%
ORD10258,12/28/23,1/1/24,East,Office Supplies,Storage,Storage Model 1,Customer 32,48.70,3,0,1.14,2023,Dec,2.34%
ORD10259,1/16/22,1/22/22,Central,Technology,Machines,Machines Model 20,Customer 85,93.91,1,0.2,6.19,2022,Jan,6.59%
ORD10260,9/7/24,9/14/24,Central,Office Supplies,Storage,Storage Model 37,Customer 225,565.26,1,0.1,58.13,2024,Sep,10.28%
ORD10261,4/27/23,5/3/23,West,Furniture,Chairs,Chairs Model 41,Customer 214,340.54,1,0.1,32.07,2023,Apr,9.42%
ORD10262,5/4/23,5/8/23,Central,Office Supplies,Paper,Paper Model 18,Customer 32,123.64,5,0.1,27.15,2023,May,21.96%
ORD10263,9/29/23,10/5/23,East,Technology,Machines,Machines Model 10,Customer 159,360.69,3,0.3,-8.77,2023,Sep,-2.43%
ORD10264,8/22/23,8/26/23,West,Furniture,Tables,Tables Model 29,Customer 146,158.99,4,0.2,14.23,2023,Aug,8.95%
ORD10265,12/7/23,12/8/23,West,Office Supplies,Paper,Paper Model 38,Customer 22,273.07,3,0.2,20.61,2023,Dec,7.55%
ORD10266,10/23/22,10/30/22,South,Furniture,Bookcases,Bookcases Model 23,Customer 274,461.40,2,0.1,45.62,2022,Oct,9.89%
ORD10267,3/29/22,4/3/22,West,Technology,Accessories,Accessories Model 20,Customer 30,318.84,4,0,44.86,2022,Mar,14.07%
ORD10268,11/25/23,11/29/23,East,Office Supplies,Storage,Storage Model 25,Customer 236,242.65,2,0.1,21.55,2023,Nov,8.88%
ORD10269,7/8/23,7/9/23,South,Technology,Accessories,Accessories Model 38,Customer 267,132.56,1,0,6.74,2023,Jul,5.08%
ORD10270,7/7/24,7/10/24,West,Technology,Accessories,Accessories Model 13,Customer 109,247.73,4,0.3,9.26,2024,Jul,3.74%
ORD10271,7/16/22,7/17/22,Central,Furniture,Bookcases,Bookcases Model 26,Customer 265,46.39,3,0.1,9.78,2022,Jul,21.08%
ORD10272,5/27/24,5/29/24,East,Furniture,Chairs,Chairs Model 24,Customer 238,146.73,4,0.1,-0.95,2024,May,-0.65%
ORD10273,3/17/24,3/18/24,Central,Furniture,Tables,Tables Model 18,Customer 266,298.35,5,0,44.79,2024,Mar,15.01%
ORD10274,9/14/23,9/15/23,South,Furniture,Chairs,Chairs Model 38,Customer 291,165.58,2,0.3,4.49,2023,Sep,2.71%
ORD10275,8/7/22,8/10/22,West,Office Supplies,Paper,Paper Model 17,Customer 20,118.16,1,0.2,6.27,2022,Aug,5.31%
ORD10276,12/13/22,12/15/22,East,Furniture,Tables,Tables Model 3,Customer 286,184.25,1,0,22.56,2022,Dec,12.24%
ORD10277,1/14/23,1/21/23,South,Technology,Accessories,Accessories Model 8,Customer 47,198.87,4,0,29.11,2023,Jan,14.64%
ORD10278,9/21/22,9/24/22,South,Technology,Phones,Phones Model 12,Customer 230,87.97,6,0,17.57,2022,Sep,19.97%
ORD10279,5/20/24,5/22/24,West,Office Supplies,Binders,Binders Model 3,Customer 132,334.50,6,0,45.59,2024,May,13.63%
ORD10280,8/21/24,8/24/24,Central,Furniture,Bookcases,Bookcases Model 33,Customer 248,205.64,1,0,29.4,2024,Aug,14.30%
ORD10281,2/27/22,2/28/22,Central,Furniture,Tables,Tables Model 38,Customer 226,407.40,1,0,67.34,2022,Feb,16.53%
ORD10282,2/16/24,2/22/24,Central,Furniture,Tables,Tables Model 25,Customer 64,327.34,3,0.1,31.43,2024,Feb,9.60%
ORD10283,1/19/23,1/23/23,West,Office Supplies,Binders,Binders Model 44,Customer 7,58.93,4,0,-0.29,2023,Jan,-0.49%
ORD10284,4/25/23,5/1/23,East,Furniture,Chairs,Chairs Model 40,Customer 192,178.07,2,0,23.31,2023,Apr,13.09%
ORD10285,6/29/24,7/5/24,East,Furniture,Tables,Tables Model 41,Customer 39,219.67,1,0.2,-8.27,2024,Jun,-3.76%
ORD10286,4/9/23,4/12/23,Central,Office Supplies,Binders,Binders Model 10,Customer 170,126.75,4,0,4.74,2023,Apr,3.74%
ORD10287,8/15/22,8/21/22,West,Furniture,Chairs,Chairs Model 29,Customer 77,95.85,6,0.2,19.08,2022,Aug,19.91%
ORD10288,9/30/22,10/4/22,Central,Office Supplies,Binders,Binders Model 37,Customer 152,355.70,2,0,42.35,2022,Sep,11.91%
ORD10289,12/9/22,12/16/22,Central,Furniture,Tables,Tables Model 30,Customer 248,87.13,4,0,13.36,2022,Dec,15.33%
ORD10290,4/27/22,4/29/22,South,Technology,Phones,Phones Model 19,Customer 62,305.01,6,0,38.23,2022,Apr,12.53%
ORD10291,9/21/22,9/28/22,West,Furniture,Tables,Tables Model 16,Customer 50,28.23,4,0.1,3.36,2022,Sep,11.90%
ORD10292,2/4/23,2/7/23,West,Office Supplies,Binders,Binders Model 41,Customer 9,310.63,1,0.1,50.55,2023,Feb,16.27%
ORD10293,3/29/23,4/5/23,South,Technology,Accessories,Accessories Model 1,Customer 270,201.71,5,0,22.1,2023,Mar,10.96%
ORD10294,10/21/22,10/23/22,West,Office Supplies,Paper,Paper Model 18,Customer 293,276.13,1,0.2,13.21,2022,Oct,4.78%
ORD10295,7/5/22,7/7/22,West,Furniture,Bookcases,Bookcases Model 39,Customer 41,306.41,2,0,42.73,2022,Jul,13.95%
ORD10296,4/28/24,4/29/24,West,Technology,Machines,Machines Model 14,Customer 71,558.80,4,0.1,62.72,2024,Apr,11.22%
ORD10297,9/20/23,9/26/23,Central,Technology,Machines,Machines Model 13,Customer 6,265.16,2,0.3,-2.87,2023,Sep,-1.08%
ORD10298,3/9/22,3/15/22,Central,Technology,Machines,Machines Model 22,Customer 145,92.64,4,0,2.23,2022,Mar,2.41%
ORD10299,5/12/24,5/18/24,South,Office Supplies,Binders,Binders Model 9,Customer 137,227.70,1,0.2,17.88,2024,May,7.85%
ORD10300,9/12/22,9/14/22,Central,Technology,Accessories,Accessories Model 37,Customer 3,217.82,1,0,26.27,2022,Sep,12.06%
ORD10301,12/31/22,1/5/23,Central,Office Supplies,Storage,Storage Model 46,Customer 126,198.97,1,0,26.72,2022,Dec,13.43%
ORD10302,4/16/24,4/23/24,East,Office Supplies,Storage,Storage Model 19,Customer 56,129.69,4,0.3,-3.21,2024,Apr,-2.48%
ORD10303,9/3/24,9/9/24,West,Office Supplies,Paper,Paper Model 2,Customer 125,128.74,5,0,16.93,2024,Sep,13.15%
ORD10304,9/17/24,9/18/24,East,Furniture,Bookcases,Bookcases Model 20,Customer 129,159.50,2,0,35.91,2024,Sep,22.51%
ORD10305,7/23/23,7/30/23,Central,Furniture,Chairs,Chairs Model 2,Customer 296,397.18,1,0,66.97,2023,Jul,16.86%
ORD10306,4/21/23,4/26/23,Central,Furniture,Bookcases,Bookcases Model 7,Customer 92,313.62,4,0,62.9,2023,Apr,20.06%
ORD10307,2/16/22,2/19/22,Central,Furniture,Tables,Tables Model 8,Customer 63,249.20,4,0.3,12.9,2022,Feb,5.18%
ORD10308,5/5/22,5/9/22,West,Furniture,Bookcases,Bookcases Model 10,Customer 294,179.28,5,0,20.17,2022,May,11.25%
ORD10309,4/19/23,4/25/23,South,Office Supplies,Binders,Binders Model 39,Customer 270,86.76,1,0.2,-6.85,2023,Apr,-7.90%
ORD10310,2/7/22,2/11/22,West,Furniture,Tables,Tables Model 22,Customer 224,104.36,3,0.2,31.16,2022,Feb,29.86%
ORD10311,5/13/24,5/18/24,Central,Office Supplies,Paper,Paper Model 34,Customer 76,168.61,5,0,10.08,2024,May,5.98%
ORD10312,9/7/24,9/13/24,Central,Office Supplies,Binders,Binders Model 7,Customer 272,322.74,4,0,55.95,2024,Sep,17.34%
ORD10313,7/11/22,7/12/22,East,Office Supplies,Paper,Paper Model 15,Customer 72,233.51,2,0.3,8.9,2022,Jul,3.81%
ORD10314,3/7/23,3/11/23,East,Office Supplies,Storage,Storage Model 42,Customer 137,444.70,1,0,77.4,2023,Mar,17.40%
ORD10315,7/28/24,8/3/24,East,Technology,Accessories,Accessories Model 40,Customer 52,87.53,6,0.3,-19.33,2024,Jul,-22.08%
ORD10316,9/14/22,9/15/22,East,Technology,Phones,Phones Model 19,Customer 58,106.47,4,0,12.82,2022,Sep,12.04%
ORD10317,11/9/22,11/12/22,Central,Technology,Phones,Phones Model 6,Customer 239,265.35,1,0,31.44,2022,Nov,11.85%
ORD10318,8/28/23,9/2/23,West,Furniture,Tables,Tables Model 19,Customer 209,409.46,1,0.3,-3.05,2023,Aug,-0.74%
ORD10319,8/15/23,8/18/23,Central,Office Supplies,Binders,Binders Model 30,Customer 292,227.90,6,0,19.61,2023,Aug,8.60%
ORD10320,8/15/22,8/21/22,South,Office Supplies,Binders,Binders Model 36,Customer 156,272.02,5,0.1,29.03,2022,Aug,10.67%
ORD10321,9/20/23,9/24/23,Central,Office Supplies,Paper,Paper Model 15,Customer 97,336.67,1,0,48.85,2023,Sep,14.51%
ORD10322,6/9/23,6/14/23,Central,Office Supplies,Storage,Storage Model 11,Customer 123,483.59,4,0,83.01,2023,Jun,17.17%
ORD10323,11/28/22,12/3/22,West,Office Supplies,Paper,Paper Model 19,Customer 30,196.56,3,0.1,18.51,2022,Nov,9.42%
ORD10324,3/1/24,3/2/24,Central,Furniture,Bookcases,Bookcases Model 29,Customer 32,159.28,1,0.3,0.33,2024,Mar,0.21%
ORD10325,6/14/23,6/18/23,West,Office Supplies,Paper,Paper Model 44,Customer 80,364.84,6,0,65.43,2023,Jun,17.93%
ORD10326,3/3/23,3/6/23,Central,Technology,Accessories,Accessories Model 34,Customer 49,373.17,2,0,63.34,2023,Mar,16.97%
ORD10327,1/27/24,2/3/24,South,Technology,Accessories,Accessories Model 7,Customer 3,217.45,3,0,38.53,2024,Jan,17.72%
ORD10328,2/25/23,3/4/23,South,Technology,Machines,Machines Model 37,Customer 77,498.76,1,0.2,19.54,2023,Feb,3.92%
ORD10329,3/4/23,3/11/23,South,Office Supplies,Storage,Storage Model 29,Customer 235,213.96,5,0,31.88,2023,Mar,14.90%
ORD10330,10/22/22,10/28/22,South,Office Supplies,Paper,Paper Model 42,Customer 165,451.87,3,0.2,28.84,2022,Oct,6.38%
ORD10331,1/7/22,1/14/22,Central,Technology,Accessories,Accessories Model 12,Customer 275,287.47,4,0.2,20.65,2022,Jan,7.18%
ORD10332,11/8/22,11/15/22,West,Furniture,Tables,Tables Model 6,Customer 170,321.90,5,0.2,27.59,2022,Nov,8.57%
ORD10333,11/28/22,12/5/22,South,Technology,Phones,Phones Model 1,Customer 14,177.84,3,0,31.81,2022,Nov,17.89%
ORD10334,2/18/22,2/21/22,Central,Technology,Accessories,Accessories Model 35,Customer 224,302.54,3,0.3,6.84,2022,Feb,2.26%
ORD10335,6/14/23,6/21/23,South,Technology,Machines,Machines Model 30,Customer 184,275.64,6,0.2,11.85,2023,Jun,4.30%
ORD10336,2/11/22,2/16/22,East,Technology,Accessories,Accessories Model 34,Customer 118,213.32,4,0,19.86,2022,Feb,9.31%
ORD10337,4/12/22,4/16/22,West,Office Supplies,Storage,Storage Model 13,Customer 216,227.39,4,0.3,11.44,2022,Apr,5.03%
ORD10338,5/14/23,5/18/23,East,Office Supplies,Storage,Storage Model 11,Customer 186,366.88,5,0.1,47.31,2023,May,12.90%
ORD10339,11/22/22,11/25/22,East,Furniture,Tables,Tables Model 42,Customer 151,275.60,5,0,29.03,2022,Nov,10.53%
ORD10340,12/8/23,12/11/23,Central,Technology,Accessories,Accessories Model 33,Customer 107,424.12,6,0,79.48,2023,Dec,18.74%
ORD10341,6/2/23,6/4/23,East,Office Supplies,Binders,Binders Model 23,Customer 292,150.31,1,0.3,1.7,2023,Jun,1.13%
ORD10342,10/9/23,10/15/23,East,Technology,Phones,Phones Model 1,Customer 158,397.06,6,0.2,36.74,2023,Oct,9.25%
ORD10343,12/29/23,1/4/24,East,Technology,Phones,Phones Model 38,Customer 8,203.74,3,0.2,6.55,2023,Dec,3.21%
ORD10344,11/16/23,11/17/23,Central,Furniture,Chairs,Chairs Model 42,Customer 273,290.42,4,0.3,-4.88,2023,Nov,-1.68%
ORD10345,6/11/23,6/13/23,East,Technology,Phones,Phones Model 10,Customer 81,145.54,4,0.3,-8.47,2023,Jun,-5.82%
ORD10346,6/15/23,6/22/23,East,Technology,Phones,Phones Model 11,Customer 268,377.92,1,0,57.56,2023,Jun,15.23%
ORD10347,5/18/23,5/25/23,East,Office Supplies,Storage,Storage Model 44,Customer 297,259.49,4,0,33.01,2023,May,12.72%
ORD10348,11/27/22,11/29/22,West,Technology,Phones,Phones Model 3,Customer 137,151.75,3,0.1,7.01,2022,Nov,4.62%
ORD10349,10/6/23,10/7/23,South,Technology,Phones,Phones Model 40,Customer 198,137.22,3,0,23.62,2023,Oct,17.21%
ORD10350,1/21/22,1/22/22,South,Furniture,Tables,Tables Model 4,Customer 123,146.33,5,0,20.81,2022,Jan,14.22%
ORD10351,9/13/22,9/15/22,Central,Furniture,Chairs,Chairs Model 1,Customer 234,368.41,5,0,56.49,2022,Sep,15.33%
ORD10352,11/7/22,11/11/22,West,Technology,Accessories,Accessories Model 44,Customer 200,413.18,4,0,42.38,2022,Nov,10.26%
ORD10353,11/23/23,11/29/23,South,Technology,Phones,Phones Model 46,Customer 249,129.58,4,0.1,24.8,2023,Nov,19.14%
ORD10354,1/23/22,1/30/22,Central,Furniture,Chairs,Chairs Model 25,Customer 96,271.39,2,0,36.52,2022,Jan,13.46%
ORD10355,1/8/22,1/11/22,Central,Office Supplies,Storage,Storage Model 35,Customer 198,498.73,3,0,80.88,2022,Jan,16.22%
ORD10356,12/10/22,12/14/22,Central,Technology,Phones,Phones Model 36,Customer 126,279.02,1,0.2,22.81,2022,Dec,8.18%
ORD10357,2/1/23,2/3/23,South,Office Supplies,Paper,Paper Model 3,Customer 143,111.57,3,0,19.51,2023,Feb,17.49%
ORD10358,11/12/23,11/13/23,East,Office Supplies,Binders,Binders Model 13,Customer 139,618.56,2,0,99.16,2023,Nov,16.03%
ORD10359,7/12/23,7/19/23,West,Furniture,Bookcases,Bookcases Model 11,Customer 189,100.52,4,0.2,11.49,2023,Jul,11.43%
ORD10360,12/28/22,12/30/22,West,Technology,Accessories,Accessories Model 20,Customer 244,171.70,4,0.3,-13.28,2022,Dec,-7.73%
ORD10361,6/1/23,6/3/23,Central,Furniture,Tables,Tables Model 39,Customer 226,222.22,6,0,31.63,2023,Jun,14.23%
ORD10362,8/25/23,8/28/23,West,Technology,Phones,Phones Model 9,Customer 63,89.22,4,0.3,-8.9,2023,Aug,-9.98%
ORD10363,11/26/23,12/1/23,East,Furniture,Bookcases,Bookcases Model 43,Customer 291,55.28,3,0.2,-0.01,2023,Nov,-0.02%
ORD10364,5/29/22,6/1/22,West,Furniture,Tables,Tables Model 50,Customer 119,95.17,6,0,20.39,2022,May,21.42%
ORD10365,11/25/22,11/27/22,Central,Technology,Phones,Phones Model 33,Customer 153,254.84,1,0.3,-5.61,2022,Nov,-2.20%
ORD10366,7/17/22,7/18/22,Central,Technology,Accessories,Accessories Model 9,Customer 205,343.67,1,0,39.63,2022,Jul,11.53%
ORD10367,10/17/22,10/20/22,Central,Office Supplies,Paper,Paper Model 12,Customer 16,47.46,6,0,16.41,2022,Oct,34.58%
ORD10368,1/11/23,1/17/23,East,Technology,Machines,Machines Model 43,Customer 237,193.55,3,0.2,16.76,2023,Jan,8.66%
ORD10369,9/12/22,9/19/22,West,Office Supplies,Paper,Paper Model 19,Customer 59,325.97,6,0,53.3,2022,Sep,16.35%
ORD10370,10/5/22,10/10/22,South,Technology,Phones,Phones Model 3,Customer 83,384.29,6,0,33.3,2022,Oct,8.67%
ORD10371,3/18/23,3/20/23,Central,Office Supplies,Binders,Binders Model 41,Customer 92,190.68,4,0,40.95,2023,Mar,21.48%
ORD10372,8/2/23,8/9/23,Central,Furniture,Bookcases,Bookcases Model 28,Customer 295,137.87,4,0.3,0.45,2023,Aug,0.33%
ORD10373,12/24/22,12/25/22,East,Furniture,Bookcases,Bookcases Model 16,Customer 57,231.83,3,0,46.34,2022,Dec,19.99%
ORD10374,2/8/22,2/15/22,South,Office Supplies,Binders,Binders Model 45,Customer 202,82.26,3,0,2.58,2022,Feb,3.14%
ORD10375,2/5/24,2/10/24,Central,Furniture,Tables,Tables Model 28,Customer 227,71.81,5,0,1.81,2024,Feb,2.52%
ORD10376,8/10/24,8/13/24,East,Technology,Machines,Machines Model 44,Customer 106,156.98,6,0.2,7.32,2024,Aug,4.66%
ORD10377,3/15/23,3/21/23,East,Technology,Phones,Phones Model 45,Customer 287,353.79,4,0,51.48,2023,Mar,14.55%
ORD10378,9/25/22,9/27/22,Central,Technology,Phones,Phones Model 16,Customer 31,347.91,6,0,53.53,2022,Sep,15.39%
ORD10379,6/22/22,6/25/22,Central,Office Supplies,Paper,Paper Model 9,Customer 70,330.06,1,0,64.29,2022,Jun,19.48%
ORD10380,12/4/23,12/10/23,West,Office Supplies,Storage,Storage Model 1,Customer 264,185.22,4,0,25.07,2023,Dec,13.54%
ORD10381,12/10/23,12/14/23,West,Furniture,Bookcases,Bookcases Model 46,Customer 73,246.77,3,0.1,16.76,2023,Dec,6.79%
ORD10382,8/25/23,8/30/23,South,Furniture,Tables,Tables Model 49,Customer 87,448.72,6,0,43.87,2023,Aug,9.78%
ORD10383,11/25/23,12/1/23,West,Furniture,Bookcases,Bookcases Model 8,Customer 149,200.39,4,0.2,-4.58,2023,Nov,-2.29%
ORD10384,1/13/22,1/16/22,Central,Office Supplies,Binders,Binders Model 20,Customer 101,314.97,1,0,47.8,2022,Jan,15.18%
ORD10385,4/24/22,4/30/22,Central,Office Supplies,Paper,Paper Model 29,Customer 240,146.44,1,0,40.26,2022,Apr,27.49%
ORD10386,8/6/23,8/9/23,East,Office Supplies,Binders,Binders Model 1,Customer 240,361.32,5,0,59.73,2023,Aug,16.53%
ORD10387,2/8/24,2/12/24,Central,Furniture,Bookcases,Bookcases Model 7,Customer 251,172.79,6,0.1,20.67,2024,Feb,11.96%
ORD10388,9/6/24,9/10/24,East,Office Supplies,Binders,Binders Model 23,Customer 47,312.97,5,0.1,38.43,2024,Sep,12.28%
ORD10389,10/22/23,10/25/23,West,Technology,Machines,Machines Model 6,Customer 71,206.62,6,0.1,20.46,2023,Oct,9.90%
ORD10390,2/5/24,2/6/24,Central,Furniture,Tables,Tables Model 12,Customer 270,340.28,2,0.1,21.21,2024,Feb,6.23%
ORD10391,5/16/24,5/22/24,Central,Furniture,Chairs,Chairs Model 25,Customer 95,407.24,6,0.1,26.51,2024,May,6.51%
ORD10392,10/25/23,11/1/23,West,Office Supplies,Paper,Paper Model 36,Customer 190,136.65,2,0.1,9.32,2023,Oct,6.82%
ORD10393,5/7/24,5/14/24,East,Office Supplies,Binders,Binders Model 37,Customer 207,300.46,1,0,57.53,2024,May,19.15%
ORD10394,7/15/24,7/16/24,West,Furniture,Tables,Tables Model 20,Customer 298,167.06,4,0.2,10.85,2024,Jul,6.49%
ORD10395,10/4/23,10/5/23,West,Furniture,Bookcases,Bookcases Model 29,Customer 206,191.87,2,0,33.53,2023,Oct,17.48%
ORD10396,4/2/22,4/3/22,Central,Office Supplies,Paper,Paper Model 1,Customer 17,380.91,2,0,69.28,2022,Apr,18.19%
ORD10397,5/11/24,5/16/24,East,Technology,Accessories,Accessories Model 43,Customer 29,213.55,2,0.1,12.11,2024,May,5.67%
